Ticker,Date,MarketOpen,High,Low,MarketClose,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
TataMotors,07-11-2014,531.4002075,538.1774902,526.5521851,527.6900024,524.2198486,2480434,526.8244629,522.3031616,526.677002,517.9293823,517.1921997,499.9425964,495.0773621,519.2983791,9.356744975
TataMotors,10-11-2014,525.1176147,528.7783203,513.2449341,516.7572632,513.3589478,3389879,524.2198486,526.8244629,522.3031616,526.677002,517.9293823,517.1921997,499.9425964,521.2150007,5.167341561
TataMotors,11-11-2014,519.4285889,521.9020996,511.6124573,516.1636353,512.769165,2551014,513.3589478,524.2198486,526.8244629,522.3031616,526.677002,517.9293823,517.1921997,520.5831386,5.952072147
TataMotors,12-11-2014,517.8455811,531.2023315,516.3615112,526.2059326,522.7454834,3617680,512.769165,513.3589478,524.2198486,526.8244629,522.3031616,526.677002,517.9293823,521.271153,5.872006225
TataMotors,13-11-2014,527.343689,530.3118896,517.8950806,521.1600342,517.7327881,2799445,522.7454834,512.769165,513.3589478,524.2198486,526.8244629,522.3031616,526.677002,519.9934082,5.458191759
TataMotors,14-11-2014,524.2271118,531.1033936,514.135376,518.340271,514.9315186,4717775,517.7327881,522.7454834,512.769165,513.3589478,524.2198486,526.8244629,522.3031616,518.9403163,5.646177058
TataMotors,17-11-2014,514.4816895,541.7393188,514.4816895,539.4636841,535.9160767,7159194,514.9315186,517.7327881,522.7454834,512.769165,513.3589478,524.2198486,526.8244629,520.2391183,8.220749744
TataMotors,18-11-2014,542.8276367,544.855896,534.7640991,535.852417,532.3285522,4548021,535.9160767,514.9315186,517.7327881,522.7454834,512.769165,513.3589478,524.2198486,521.3975045,9.36660332
TataMotors,19-11-2014,538.2764282,539.1668701,516.9551392,523.8808594,520.4356689,4678498,532.3285522,535.9160767,514.9315186,517.7327881,522.7454834,512.769165,513.3589478,522.4084647,8.713514368
TataMotors,20-11-2014,527.343689,528.1846924,514.7785034,519.1812744,515.7670288,3828955,520.4356689,532.3285522,535.9160767,514.9315186,517.7327881,522.7454834,512.769165,522.836731,8.220509765
TataMotors,21-11-2014,522.940918,533.6757813,521.6052856,525.3649292,521.9099731,4019464,515.7670288,520.4356689,532.3285522,535.9160767,514.9315186,517.7327881,522.7454834,522.7173723,8.228117579
TataMotors,24-11-2014,525.3649292,532.9337769,519.4285889,520.8137207,517.3887939,3793347,521.9099731,515.7670288,520.4356689,532.3285522,535.9160767,514.9315186,517.7327881,522.6682303,8.263799331
TataMotors,25-11-2014,522.940918,523.4356079,507.5559692,516.3120117,512.916626,4359660,517.3887939,521.9099731,515.7670288,520.4356689,532.3285522,535.9160767,514.9315186,522.3803885,8.606193355
TataMotors,26-11-2014,516.1636353,519.2307129,509.534729,514.4321899,511.0491638,4638623,512.916626,517.3887939,521.9099731,515.7670288,520.4356689,532.3285522,535.9160767,518.8279724,7.085708183
